Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kitsap,Mukilteo,Clinton,14:05,14:20,14:32,05/02/2024,
Kitsap,Clinton,Mukilteo,14:35,14:48,15:00,05/02/2024,
Kitsap,Mukilteo,Clinton,15:05,15:16,15:29,05/02/2024,
Kitsap,Clinton,Mukilteo,15:35,15:46,15:59,05/02/2024,
Kitsap,Mukilteo,Clinton,16:05,16:14,16:27,05/02/2024,
Kitsap,Clinton,Mukilteo,16:35,16:44,16:58,05/02/2024,
Kitsap,Mukilteo,Clinton,17:10,17:17,17:29,05/02/2024,
Kitsap,Clinton,Mukilteo,17:35,17:42,17:56,05/02/2024,
Kitsap,Mukilteo,Clinton,18:10,18:12,18:25,05/02/2024,
Kitsap,Clinton,Mukilteo,18:35,18:39,18:52,05/02/2024,
Kitsap,Mukilteo,Clinton,19:05,19:07,19:20,05/02/2024,
Kitsap,Clinton,Mukilteo,19:35,19:36,19:49,05/02/2024,
Kitsap,Mukilteo,Clinton,20:05,20:08,20:21,05/02/2024,
Kitsap,Clinton,Mukilteo,20:30,20:33,20:46,05/02/2024,
Kitsap,Mukilteo,Clinton,21:00,21:01,21:17,05/02/2024,
Kitsap,Clinton,Mukilteo,04:40,04:40,04:55,05/03/2024,
Kitsap,Mukilteo,Clinton,05:05,05:05,05:19,05/03/2024,
Kitsap,Clinton,Mukilteo,05:30,05:31,05:44,05/03/2024,
Kitsap,Mukilteo,Clinton,06:00,06:00,06:13,05/03/2024,
Kitsap,Clinton,Mukilteo,06:30,06:32,06:46,05/03/2024,
Kitsap,Mukilteo,Clinton,07:00,07:00,07:14,05/03/2024,
Kitsap,Clinton,Mukilteo,07:30,07:31,07:45,05/03/2024,
Kitsap,Mukilteo,Clinton,08:00,08:01,08:13,05/03/2024,
Kitsap,Clinton,Mukilteo,08:30,08:32,08:45,05/03/2024,
Kitsap,Mukilteo,Clinton,09:00,09:02,09:16,05/03/2024,
Kitsap,Clinton,Mukilteo,09:30,09:37,09:49,05/03/2024,
Kitsap,Mukilteo,Clinton,10:00,10:09,10:22,05/03/2024,
Kitsap,Clinton,Mukilteo,10:30,10:40,10:53,05/03/2024,
Kitsap,Mukilteo,Clinton,11:00,11:10,11:22,05/03/2024,
Kitsap,Clinton,Mukilteo,11:30,11:40,11:53,05/03/2024,
Kitsap,Mukilteo,Clinton,12:00,12:10,12:22,05/03/2024,
