Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Kaleetan,Edmonds,Kingston,06:15,06:16,06:39,04/18/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:25,04/18/2024,
Kaleetan,Edmonds,Kingston,07:55,07:56,08:18,04/18/2024,
Kaleetan,Kingston,Edmonds,08:40,08:42,09:05,04/18/2024,
Kaleetan,Edmonds,Kingston,09:35,09:36,09:58,04/18/2024,
Kaleetan,Kingston,Edmonds,10:20,10:25,10:48,04/18/2024,
Kaleetan,Edmonds,Kingston,11:05,11:10,11:31,04/18/2024,
Kaleetan,Kingston,Edmonds,11:55,11:57,12:20,04/18/2024,
Kaleetan,Edmonds,Kingston,12:40,12:42,13:04,04/18/2024,
Kaleetan,Kingston,Edmonds,13:30,13:31,13:53,04/18/2024,
Kaleetan,Edmonds,Kingston,14:25,14:25,14:47,04/18/2024,
Kaleetan,Kingston,Edmonds,15:10,15:10,15:32,04/18/2024,
Kaleetan,Edmonds,Kingston,15:55,15:55,16:17,04/18/2024,
Kaleetan,Kingston,Edmonds,16:40,16:42,17:05,04/18/2024,
Kaleetan,Edmonds,Kingston,17:25,17:26,17:48,04/18/2024,
Kaleetan,Kingston,Edmonds,18:10,18:10,18:34,04/18/2024,
Kaleetan,Edmonds,Kingston,19:00,19:04,19:26,04/18/2024,
Kaleetan,Kingston,Edmonds,19:45,19:55,20:17,04/18/2024,
Kaleetan,Edmonds,Kingston,20:30,20:35,20:56,04/18/2024,
Kaleetan,Kingston,Edmonds,05:30,05:31,05:53,04/19/2024,
Kaleetan,Edmonds,Kingston,06:15,06:16,06:39,04/19/2024,
Kaleetan,Kingston,Edmonds,07:00,07:01,07:23,04/19/2024,
Kaleetan,Edmonds,Kingston,07:55,07:56,08:17,04/19/2024,
Kaleetan,Kingston,Edmonds,08:40,08:42,09:04,04/19/2024,
Kaleetan,Edmonds,Kingston,09:35,09:37,09:59,04/19/2024,
Kaleetan,Kingston,Edmonds,10:20,10:23,10:45,04/19/2024,
Kaleetan,Edmonds,Kingston,11:05,11:10,11:33,04/19/2024,
