Vessel, Departing, Arriving, Scheduled Depart, Actual Depart, Est. Arrival, Date 
Tacoma,Colman,Bainbridge,21:20,21:26,22:01,04/19/2024,
Tacoma,Bainbridge,Colman,22:00,22:09,22:41,04/19/2024,
Tacoma,Colman,Bainbridge,22:50,22:52,23:24,04/19/2024,
Tacoma,Bainbridge,Colman,23:30,23:32,00:03,04/19/2024,
Tacoma,Colman,Bainbridge,00:15,00:15,00:46,04/20/2024,
Tacoma,Bainbridge,Colman,00:55,00:55,01:26,04/20/2024,
Tacoma,Colman,Bainbridge,01:35,01:36,02:11,04/20/2024,
Tacoma,Bainbridge,Colman,07:55,07:57,08:31,04/20/2024,
Tacoma,Colman,Bainbridge,08:55,08:56,09:29,04/20/2024,
Tacoma,Bainbridge,Colman,09:45,09:47,10:20,04/20/2024,
Tacoma,Colman,Bainbridge,10:40,10:43,11:16,04/20/2024,
Tacoma,Bainbridge,Colman,11:35,11:37,12:11,04/20/2024,
Tacoma,Colman,Bainbridge,12:30,12:40,13:12,04/20/2024,
Tacoma,Bainbridge,Colman,13:20,13:31,14:06,04/20/2024,
Tacoma,Colman,Bainbridge,14:10,14:33,15:06,04/20/2024,
Tacoma,Bainbridge,Colman,15:00,15:32,16:03,04/20/2024,
Tacoma,Colman,Bainbridge,15:50,16:33,17:03,04/20/2024,
Tacoma,Bainbridge,Colman,16:40,17:28,17:58,04/20/2024,
Tacoma,Colman,Bainbridge,18:25,18:27,18:57,04/20/2024,
Tacoma,Bainbridge,Colman,19:15,19:22,19:50,04/20/2024,
Tacoma,Colman,Bainbridge,20:10,20:07,20:35,04/20/2024,
Tacoma,Bainbridge,,20:55,20:52,00:00,04/20/2024,
Tacoma,Bainbridge,Colman,22:30,22:31,23:00,04/20/2024,
Tacoma,Colman,Bainbridge,23:15,23:17,23:45,04/20/2024,
Tacoma,Colman,Bainbridge,08:55,08:56,09:29,04/21/2024,
Tacoma,Bainbridge,Colman,09:45,09:46,10:18,04/21/2024,
Tacoma,Colman,Bainbridge,10:40,10:42,11:14,04/21/2024,
Tacoma,Bainbridge,Colman,11:35,11:37,12:09,04/21/2024,
Tacoma,Colman,Bainbridge,12:30,12:36,13:09,04/21/2024,
Tacoma,Bainbridge,Colman,13:20,13:34,14:05,04/21/2024,
